 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, rowcost
Eb major (3b), 4+0:0:0:0:2, 0+0:0:0:0:0, 1+0:0:0:0:1,  , 2+0:0:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:1, 2+0:0:0:0:1,  , 5+0:0:0:0:1, 1+0:0:0:0:0, 5+0:1:0:0:3, 7+0:0:1:0:1, 1+0:0:0:0:0,  , 2+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:1:0:0:2,  , 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:2, 4+0:1:1:0:1, 4+0:0:0:0:1, 5+0:0:0:0:1, 5+0:0:0:0:3, 3+0:0:0:0:2, 1+0:0:0:0:1, 73+0:3:2:0:34
A major (3#), 4+0:1:0:0:1, 3+0:0:0:0:0, 3+0:1:0:0:0,  , 3+0:1:0:0:0, 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 3+0:0:0:0:0, 2+0:0:0:0:0,  , 5+0:2:0:0:1, 4+0:0:0:0:0, 5+0:1:1:0:1, 9+0:0:1:0:3, 5+0:2:0:0:1,  , 2+0:0:0:0:0, 1+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:0,  , 4+0:0:0:0:0, 2+0:0:1:0:1, 4+0:1:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 5+0:2:0:0:1, 5+0:0:0:0:0, 1+0:1:0:0:0, 3+0:0:0:0:0, 7+0:3:0:0:2, 5+0:1:0:0:0, 4+0:1:0:0:0, 1+0:0:0:0:0, 110+0:19:3:0:11
C minor (3b), 3+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 3+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 6+0:1:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:0, 8+0:0:1:0:1, 2+0:0:0:0:0,  , 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:1:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:1, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:1:0:0:0, 2+0:0:0:0:0, 4+0:2:0:0:1, 3+0:0:0:0:0, 5+0:2:0:0:1, 4+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 73+0:8:1:0:5
F# minor (3#), 4+0:0:0:0:1, 2+0:0:0:0:1, 3+0:1:1:0:2,  , 3+0:2:1:0:3, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:1, 3+0:0:0:0:1, 2+0:0:0:0:1, 3+0:0:0:0:1,  , 5+0:2:0:0:3, 3+0:0:0:0:1, 6+0:0:0:0:1, 9+0:0:1:0:0, 5+0:1:0:0:2,  , 3+0:0:0:0:1, 1+0:0:0:0:0, 4+0:2:1:0:3, 1+0:0:0:0:0, 3+0:0:0:0:1,  , 4+0:1:1:0:2, 3+0:0:0:0:1, 4+0:1:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 5+0:1:0:0:2, 4+0:1:0:0:2, 1+0:1:0:0:1, 2+0:0:0:0:1, 7+0:0:0:0:1, 6+0:0:0:0:1, 4+0:1:1:0:2, 2+0:0:0:0:0, 109+0:14:6:0:41
Ab major (4b), 4+0:0:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:1,  , 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2,  , 6+0:0:0:0:2, 2+0:0:0:0:1, 6+0:1:0:0:4, 7+0:0:1:1:3, 2+0:0:0:0:1,  , 3+0:0:0:0:2, 0+0:0:0:0:0, 2+0:0:0:0:2, 3+0:0:0:0:2, 2+0:1:0:0:2,  , 3+0:0:0:0:2, 2+0:0:0:0:1, 2+0:0:0:0:1, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:3, 5+0:1:1:0:2, 3+0:0:0:0:2, 6+0:0:0:0:2, 6+0:0:0:0:4, 4+0:0:0:0:2, 1+0:0:0:0:1, 91+0:3:2:1:52
E major (4#), 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0,  , 4+0:1:0:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:0:0:0:0, 4+0:0:0:0:0, 2+0:0:0:0:0,  , 6+0:2:0:0:2, 5+0:0:0:0:0, 6+0:0:1:0:1, 10+0:0:1:0:1, 6+0:2:0:0:2,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 4+0:1:0:0:1, 2+0:0:0:0:0, 4+0:0:0:0:0,  , 5+0:0:0:0:0, 2+0:0:1:0:1, 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 5+0:1:1:0:2, 5+0:0:0:1:1, 2+0:1:0:0:1, 4+0:0:0:0:0, 7+0:0:1:0:1, 6+0:0:0:0:0, 5+0:0:0:0:0, 1+0:0:0:0:0, 124+0:9:5:1:15
F minor (4b), 3+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0,  , 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0,  , 5+0:0:0:0:0, 3+0:0:0:0:0, 6+0:2:0:0:2, 7+0:0:1:1:2, 3+0:0:0:0:0,  , 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 1+0:1:0:0:1,  , 3+0:1:0:0:1, 1+0:0:0:0:0, 2+0:1:0:0:1, 0+0:0:0:0:0, 1+0:0:0:0:0, 5+0:0:0:0:0, 5+0:0:0:0:0, 5+0:1:1:0:2, 3+0:0:0:0:0, 7+0:0:0:0:0, 6+0:1:0:0:1, 3+0:0:0:0:0, 0+0:0:0:0:0, 84+0:7:2:1:10
C# minor (4#), 4+0:2:1:0:4, 1+0:0:0:0:1, 3+0:0:0:0:1,  , 3+0:1:0:0:2, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:2, 4+0:0:0:0:2, 1+0:0:0:0:1,  , 6+0:0:0:0:2, 4+0:0:0:0:2, 6+0:1:2:0:2, 9+0:0:0:0:2, 6+0:1:0:0:3,  , 3+0:1:1:0:2, 1+0:0:0:0:0, 3+0:1:0:0:3, 3+0:0:0:0:1, 3+0:0:0:0:2,  , 4+0:0:0:0:2, 1+0:0:1:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 1+0:0:0:0:1, 4+0:1:1:0:1, 6+0:1:1:0:3, 3+0:1:0:0:1, 4+0:0:0:0:2, 6+0:1:1:0:2, 6+0:1:1:0:2, 5+0:1:1:0:3, 1+0:0:0:0:1, 109+0:13:10:0:52
Db major (5b), 5+0:0:0:0:3, 0+0:0:0:0:0, 2+0:0:0:0:2,  , 3+0:0:0:0:3, 1+0:0:0:0:0, 2+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:0:0:2,  , 5+0:0:0:0:3, 3+0:0:0:0:2, 6+0:0:0:0:4, 8+0:0:1:1:2, 3+0:0:0:0:2,  , 4+0:0:0:0:3, 0+0:0:0:0:0, 3+0:0:0:0:2, 3+0:0:0:0:3, 2+0:0:0:0:1,  , 4+0:0:0:0:3, 1+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:2, 5+0:0:0:0:4, 4+0:1:1:0:3, 4+0:0:0:0:3, 5+0:0:0:0:3, 7+0:0:0:0:5, 5+0:0:0:0:3, 2+0:0:0:0:1, 102+0:1:2:1:69
B major (5#), 5+0:1:0:0:2, 2+0:0:0:0:1, 3+0:0:0:0:1,  , 5+0:1:0:0:2, 3+0:0:0:0:1, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0,  , 6+0:0:1:0:2, 6+0:0:0:0:1, 7+0:0:1:0:0, 9+0:0:1:0:2, 7+0:2:0:0:3,  , 3+0:0:0:0:0, 0+0:0:0:0:0, 5+0:1:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:1,  , 6+0:0:0:0:1, 2+0:0:1:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:1, 6+0:0:1:0:0, 6+0:0:0:1:2, 2+0:0:0:0:0, 5+0:0:0:0:1, 6+0:0:1:0:0, 6+0:0:0:1:1, 4+0:0:0:0:1, 1+0:0:0:0:0, 130+0:5:6:2:28
Bb minor (5b), 4+0:0:0:0:1, 0+0:0:0:0:0, 2+0:0:0:0:0,  , 2+0:0:0:0:0, 2+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 2+0:0:0:0:0,  , 4+0:0:0:0:0, 2+0:0:0:0:0, 5+0:0:0:0:1, 7+0:0:1:1:3, 2+0:0:0:0:0,  , 4+0:0:0:0:1, 0+0:0:0:0:0, 3+0:1:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:0,  , 3+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 2+0:0:0:0:0, 4+0:0:0:0:1, 3+0:1:1:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1, 6+0:0:0:0:2, 5+0:0:0:0:1, 2+0:0:0:0:0, 90+0:2:2:1:16
G# minor (5#), 4+0:1:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:3,  , 5+0:1:0:0:4, 2+0:0:1:0:1, 1+0:0:0:0:1, 2+0:0:0:0:2, 3+0:0:0:0:2, 3+0:0:1:0:2, 2+0:0:0:0:1,  , 6+0:1:1:0:3, 5+0:0:0:0:3, 7+0:1:1:0:3, 8+0:0:2:0:1, 6+0:0:2:2:1,  , 2+0:0:0:0:2, 0+0:0:0:0:0, 4+0:1:0:0:3, 2+0:0:0:0:2, 4+0:0:0:0:3,  , 5+0:0:0:0:3, 3+0:1:0:0:3, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 7+0:0:0:0:3, 6+0:0:0:1:3, 3+0:0:0:0:1, 4+0:0:1:0:2, 6+0:1:1:0:3, 5+0:0:0:1:3, 3+0:0:1:0:2, 0+0:0:0:0:0, 118+0:7:11:4:70
Gb major (6b), 5+0:1:1:0:4, 1+0:0:0:0:0, 3+0:0:0:0:2,  , 4+0:0:0:0:3, 2+0:0:0:0:1, 2+0:0:0:0:2, 2+0:0:0:0:1, 4+0:0:0:0:3, 3+0:1:1:0:3, 4+0:0:0:0:3,  , 6+0:0:0:0:4, 4+0:0:0:0:3, 6+0:2:1:0:6, 9+0:0:1:1:2, 4+0:0:0:0:3,  , 4+0:1:1:0:4, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:0:0:0:2, 3+0:0:0:0:2,  , 5+0:0:0:0:4, 2+0:0:0:0:1, 3+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:0, 4+0:0:0:0:2, 5+0:1:1:0:5, 3+0:1:0:0:3, 4+0:1:1:0:4, 6+0:0:0:0:3, 6+0:0:0:0:4, 5+0:0:0:1:4, 2+0:0:0:0:2, 119+0:8:7:2:85
F# major (6#), 5+0:0:0:0:1, 1+0:0:0:0:1, 3+0:1:1:0:2,  , 5+0:2:1:0:3, 2+0:0:0:0:1, 2+0:0:0:0:0, 2+0:0:0:0:1, 4+0:0:0:0:1, 3+0:0:0:0:1, 4+0:0:0:0:1,  , 6+0:0:1:0:0, 5+0:0:0:0:1, 8+0:0:0:0:1, 9+0:0:1:0:0, 7+0:1:0:0:2,  , 4+0:0:0:0:1, 0+0:0:0:0:0, 5+0:2:1:0:3, 2+0:0:0:0:0, 3+0:0:0:0:1,  , 6+0:1:1:0:2, 3+0:0:0:0:1, 3+0:0:0:0:1, 1+0:0:0:0:1, 1+0:0:0:0:1, 5+0:0:0:0:1, 6+0:1:0:0:2, 2+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 7+0:0:0:1:2, 4+0:1:1:0:2, 2+0:0:0:0:0, 129+0:9:7:1:36
Eb minor (6b), 5+0:1:1:0:2, 1+0:0:0:0:0, 2+0:0:0:0:1,  , 3+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:1, 1+0:0:0:0:0, 4+0:0:0:0:1, 2+0:1:1:0:1, 4+0:0:0:0:1,  , 5+0:0:0:0:1, 3+0:0:0:0:0, 5+0:2:1:0:3, 9+0:0:1:0:0, 3+0:0:0:0:0,  , 3+0:1:1:0:2, 0+0:0:0:0:0, 4+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:1,  , 4+0:0:0:0:1, 2+0:0:0:0:1, 2+0:0:0:0:1, 1+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:0, 4+0:1:1:0:2, 2+0:1:0:0:1, 5+0:1:0:0:1, 5+0:0:0:0:0, 5+0:0:0:0:1, 4+0:1:1:0:2, 2+0:0:0:0:1, 101+0:9:7:0:28
D# minor (6#), 5+0:0:0:0:3, 1+0:0:0:0:1, 2+0:1:2:0:1,  , 4+0:2:1:0:4, 2+0:0:0:0:2, 1+0:0:0:0:0, 1+0:0:0:0:1, 4+0:0:0:0:3, 3+0:0:0:0:3, 4+0:0:0:0:3,  , 6+0:0:1:0:2, 3+0:0:1:0:2, 8+0:0:0:0:4, 9+0:2:1:0:4, 5+0:0:1:0:3,  , 4+0:0:0:0:3, 0+0:0:0:0:0, 5+0:2:1:0:5, 1+0:0:0:0:0, 3+0:0:0:0:2,  , 4+0:1:2:0:3, 3+0:0:0:0:1, 2+0:0:1:0:0, 1+0:0:0:0:1, 1+0:0:0:0:1, 3+0:0:0:0:2, 4+0:0:0:0:3, 2+0:1:0:0:2, 5+0:0:0:0:4, 3+0:0:0:0:3, 5+0:0:0:1:2, 4+0:1:1:0:4, 2+0:0:0:0:1, 110+0:10:12:1:73
Cb major (7b), 5+0:2:2:0:4, 2+0:0:0:0:1, 3+0:1:1:0:3,  , 4+0:1:1:0:4, 3+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:2, 4+0:1:1:0:4, 4+0:1:1:0:3, 3+0:0:0:0:3,  , 6+0:1:1:0:5, 5+0:0:0:0:4, 6+0:2:1:0:5, 10+0:0:0:1:3, 5+0:0:0:0:4,  , 3+0:1:1:0:3, 0+0:0:0:0:0, 4+0:0:0:0:3, 2+0:1:1:0:2, 3+0:1:1:0:3,  , 5+0:1:1:0:5, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 2+0:0:0:0:1, 5+0:0:0:0:3, 6+0:1:1:0:4, 3+0:1:0:0:3, 5+0:1:1:0:4, 7+0:0:0:0:4, 5+0:0:0:0:4, 5+0:0:0:1:2, 1+0:0:0:0:1, 124+0:16:14:2:94
C# major (7#), 5+0:1:1:0:2, 0+0:0:0:0:0, 2+0:1:1:0:1,  , 4+0:2:1:0:2, 1+0:0:0:0:1, 2+0:0:0:0:0, 1+0:0:0:0:0, 3+0:0:0:0:1, 3+0:0:0:0:1, 3+0:0:0:0:1,  , 5+0:0:0:0:1, 4+0:0:0:0:1, 8+0:1:1:0:2, 8+0:0:0:0:1, 6+0:0:0:1:2,  , 4+0:1:1:0:2, 0+0:0:0:0:0, 4+0:2:1:0:3, 3+0:0:0:0:0, 2+0:0:0:0:1,  , 5+0:1:1:0:2, 2+0:0:0:0:0, 2+0:0:0:0:0, 0+0:0:0:0:0, 0+0:0:0:0:0, 4+0:0:0:0:0, 6+0:2:1:0:3, 3+0:0:0:0:0, 4+0:0:0:0:1, 5+0:0:0:0:1, 7+0:1:1:1:3, 4+0:2:2:0:3, 2+0:0:0:0:1, 112+0:14:11:2:36
Ab minor (7b), 4+0:2:2:0:3, 2+0:0:0:0:0, 3+0:1:1:0:1,  , 4+0:1:1:0:2, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 3+0:1:1:0:2, 3+0:1:1:0:1, 2+0:0:0:0:1,  , 7+0:1:0:0:2, 4+0:0:0:0:1, 6+0:3:1:0:4, 9+0:0:0:1:2, 4+0:0:0:0:1,  , 2+0:1:1:0:1, 0+0:0:0:0:0, 3+0:0:0:0:1, 2+0:1:1:0:1, 4+0:1:0:0:1,  , 4+0:1:1:0:2, 3+0:0:0:0:0, 2+0:0:0:0:0, 1+0:0:0:0:0, 2+0:0:0:0:0, 6+0:0:0:0:1, 5+0:1:1:0:2, 4+0:1:0:0:2, 4+0:1:1:0:2, 8+0:0:0:0:1, 4+0:0:0:0:1, 4+0:0:0:1:1, 0+0:0:0:0:0, 114+0:17:12:2:36
A# minor (7#), 4+0:1:1:0:3, 0+0:0:0:0:0, 2+0:1:1:0:2,  , 2+0:1:1:0:2, 2+0:0:0:0:1, 2+0:0:0:0:2, 1+0:0:0:0:1, 3+0:0:0:0:3, 4+0:0:0:0:2, 2+0:0:0:0:2,  , 4+0:0:0:1:2, 4+0:0:0:0:3, 7+0:1:1:1:3, 7+0:0:0:1:2, 4+0:0:0:2:0,  , 4+0:1:1:0:4, 0+0:0:0:0:0, 5+0:2:1:0:4, 4+0:0:0:0:2, 3+0:0:0:0:2,  , 5+0:1:1:0:4, 2+0:0:0:0:1, 2+0:0:0:0:2, 0+0:0:0:0:0, 0+0:0:0:0:0, 3+0:0:0:0:1, 6+0:2:1:0:6, 2+0:0:0:0:1, 3+0:0:0:0:2, 5+0:0:0:0:2, 6+0:1:1:1:3, 4+0:2:2:0:4, 2+0:0:0:0:2, 104+0:13:11:6:68
