 , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327
G minor (2b), G minor (2b), D minor (1b), G minor (2b), C minor (3b), F minor (4b), C major (0), C major (0), C major (0), C minor (3b), F minor (4b), D minor (1b), G minor (2b), F minor (4b), C major (0), C major (0), C major (0), C minor (3b), Eb phrygian (3b), Ab phrygian (4b), Ab phrygian (4b), Bb minor (5b), F minor (4b), C minor (3b), Bb phrygian (2b), G minor (2b), C minor (3b), Bb phrygian (2b), Bb phrygian (2b), F minor (4b), C major (0), C major (0), C minor (3b), G minor (2b), G major (1#), F phrygian (1b), G minor (2b), G minor (2b), D minor (1b), G minor (2b), Bb phrygian (2b), F minor (4b), C minor (3b), C minor (3b), C major (0), C minor (3b), F minor (4b), C minor (3b), G minor (2b), Bb minor (5b), G major (1#), C major (0), C major (0), C minor (3b), F minor (4b), Bb phrygian (2b), F minor (4b), Bb minor (5b), F minor (4b), C minor (3b), F minor (4b), G minor (2b), C minor (3b), G minor (2b), G minor (2b), F minor (4b), F minor (4b), Bb major (2b), Bb major (2b), G minor (2b), G major (1#), F phrygian (1b), F phrygian (1b), F phrygian (1b), C phrygian (0), D minor (1b), G minor (2b), C minor (3b), G major (1#), F phrygian (1b), F phrygian (1b), Bb phrygian (2b), F phrygian (1b), F phrygian (1b), Bb phrygian (2b), F minor (4b), F minor (4b), C major (0), C major (0), C minor (3b), F minor (4b), C minor (3b), F minor (4b), Bb minor (5b), F minor (4b), C minor (3b), D minor (1b), G minor (2b), C minor (3b), G minor (2b), C minor (3b), F minor (4b), C major (0), C minor (3b), Eb aeolian (3b), Bb aeolian (2b), G major (1#), F phrygian (1b), G minor (2b), G minor (2b), D minor (1b), Bb major (2b), Bb minor (5b), Bb minor (5b), G minor mel (2b), F phrygian (1b), C minor mel (3b), Bb phrygian (2b), F phrygian (1b), F phrygian (1b), G minor (2b), G major (1#), G major (1#), C major (0), C major (0), C minor (3b), Eb major (3b), Eb minor (6b), F minor (4b), Ab phrygian (4b), Bb minor (5b), F minor (4b), F major (1b), Bb minor (5b), Bb major (2b), G minor (2b), C minor (3b), F minor (4b), F major (1b), F major (1b), D minor (1b), G minor (2b), G major (1#), F phrygian (1b), G minor (2b), C minor (3b), C minor (3b), G minor (2b), C minor (3b), F minor (4b), C major (0), C major (0), C minor (3b), C minor (3b), F minor (4b), C minor (3b), C minor (3b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Eb major (3b), C minor (3b), F minor (4b), Eb major (3b), Bb minor (5b), C minor (3b), G minor (2b), Bb minor (5b), F minor (4b), Bb minor (5b), G minor (2b), C minor (3b), G minor (2b), Bb minor (5b), Bb major (2b), Bb major (2b), F major (1b), Bb major (2b), Bb major (2b), Bb minor (5b), Bb major (2b), Bb minor (5b), G minor (2b), C minor (3b), C major (0), Bb major (2b), Bb major (2b), Bb minor (5b), Bb major (2b), Bb major (2b), Eb major (3b), C minor (3b), G minor (2b), F phrygian (1b), F phrygian (1b), C minor (3b), F minor (4b), Bb phrygian (2b), F minor (4b), Bb minor (5b), F minor (4b), C minor (3b), F minor (4b), Bb minor (5b), Bb major (2b), G minor (2b), C minor (3b), F minor (4b), C major (0), C major (0), C minor (3b), G minor (2b), C minor (3b), Bb major (2b), Bb major (2b), Bb minor (5b), F minor (4b), D minor (1b), G minor (2b), F minor (4b), C major (0), C major (0), C major (0), G minor (2b), F phrygian (1b), F phrygian (1b), Bb phrygian (2b), F minor (4b), C major (0), C major (0), C major (0), F minor (4b), Bb phrygian (2b), G minor (2b), Bb minor (5b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), G minor (2b), G major (1#), G major (1#), F phrygian (1b), F phrygian (1b), G minor (2b), G major (1#), Bb major (2b), Bb major (2b), Bb minor (5b), F minor (4b), D minor (1b), G minor (2b), F minor (4b), C major (0), C major (0), C major (0), G minor (2b), F phrygian (1b), F phrygian (1b), Bb phrygian (2b), F minor (4b), C major (0), C major (0), C major (0), F minor (4b), Bb phrygian (2b), G minor (2b), Bb minor (5b), Bb minor (5b), Bb minor (5b), Bb major (2b), Bb major (2b), Bb major (2b), Eb major (3b), Bb major (2b), G minor (2b), G major (1#), G major (1#), F phrygian (1b), F phrygian (1b), G minor (2b), G major (1#), Bb major (2b), Bb major (2b), Bb minor (5b), Bb major (2b), Bb minor (5b), G minor (2b), C minor (3b), C minor (3b), C minor (3b), F minor (4b), C minor (3b), F phrygian (1b), F phrygian (1b), Bb phrygian (2b), F minor (4b), C minor (3b), C minor (3b), D minor (1b), C minor (3b), C minor (3b), F minor (4b), F minor (4b), Bb minor (5b), F minor (4b), C minor (3b), Bb major (2b), Bb minor (5b), Bb major (2b), G minor (2b), G minor (2b), G major (1#), G major (1#), C minor (3b), D minor (1b), G minor (2b), G major (1#), F phrygian (1b), G minor (2b), G minor (2b), G minor (2b), G minor (2b), G minor (2b)
B minor (2#), G minor (2b), D minor (1b), G minor (2b), G minor (2b), F minor (4b), C major (0), D minor (1b), A minor (0), C minor (3b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), C major (0), A minor (0), A minor (0), F major (1b), Ab major (4b), Db major (5b), Ab major (4b), F major (1b), D minor (1b), D minor (1b), A minor (0), G major (1#), C major (0), Ab major (4b), Eb major (3b), Ab major (4b), B minor (2#), D minor (1b), A minor (0), D minor (1b), G major (1#), F phrygian (1b), G minor (2b), G minor (2b), D minor (1b), Ab major (4b), Ab major (4b), Ab major (4b), B minor (2#), E minor (1#), A minor (0), G minor (2b), F major (1b), Ab major (4b), Ab major (4b), Db major (5b), E minor (1#), A minor (0), A minor (0), F major (1b), Ab major (4b), Ab major (4b), Ab major (4b), F major (1b), D minor (1b), D minor (1b), C phrygian (0), G minor (2b), A minor (0), G minor (2b), G minor (2b), Ab major (4b), Ab major (4b), F major (1b), D minor (1b), D minor (1b), G major (1#), D minor (1b), D minor (1b), G minor (2b), D minor (1b), D minor (1b), G minor (2b), C minor (3b), G major (1#), A minor (0), D minor (1b), D minor (1b), D minor (1b), D minor (1b), Ab major (4b), Ab major (4b), B minor (2#), A minor (0), A minor (0), C major (0), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), D minor (1b), D minor (1b), D minor (1b), G minor (2b), A minor (0), G minor (2b), G minor (2b), F minor (4b), C major (0), D minor (1b), C phrygian (0), D minor (1b), G major (1#), F major (1b), G minor (2b), G minor (2b), D minor (1b), Ab major (4b), Ab major (4b), Db major (5b), E minor (1#), A minor (0), A minor (0), G minor (2b), D minor (1b), F phrygian (1b), G minor (2b), G major (1#), G major (1#), A minor (0), C major (0), Ab major (4b), Ab major (4b), Db major (5b), Ab major (4b), Db major (5b), Db major (5b), Ab major (4b), F major (1b), Ab major (4b), D minor (1b), G minor (2b), Ab major (4b), Ab major (4b), F major (1b), A minor (0), D minor (1b), D minor (1b), G major (1#), F major (1b), D minor (1b), D minor (1b), A minor (0), D minor (1b), G minor (2b), F minor (4b), C major (0), D minor (1b), A minor (0), G minor (2b), D minor (1b), D major (2#), C minor (3b), Ab major (4b), F major (1b), A minor (0), D minor (1b), F major (1b), Ab major (4b), Eb major (3b), Ab major (4b), F major (1b), D minor (1b), A minor (0), F major (1b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), F major (1b), D minor blues (1b), D minor (1b), G major (1#), C major (0), F major (1b), F major (1b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), C minor (3b), G major (1#), A minor (0), F major (1b), Ab major (4b), D minor (1b), G minor (2b), Ab major (4b), Ab major (4b), F major (1b), A minor (0), F major (1b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Db major (5b), Ab major (4b), Ab major (4b), F major (1b), Ab major (4b), D minor (1b), G minor (2b), Ab major (4b), Db major (5b), E minor (1#), A minor (0), A minor (0), D minor (1b), Ab major (4b), F major (1b), F major (1b), Ab major (4b), Ab major (4b), D minor (1b), G minor (2b), F minor (4b), C major (0), A minor (0), A minor (0), G minor (2b), D minor (1b), Bb major (2b), Ab major (4b), Ab major (4b), C major (0), A minor (0), A minor (0), A minor (0), G minor (2b), G minor (2b), Ab major (4b), Ab major (4b), Db major (5b), E minor (1#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G major (1#), G major (1#), C major (0), D minor (1b), D minor (1b), G major (1#), D minor (1b), D minor (1b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), C major (0), A minor (0), A minor (0), G minor (2b), D minor (1b), Bb major (2b), Ab major (4b), Ab major (4b), C major (0), A minor (0), A minor (0), A minor (0), G minor (2b), G minor (2b), Ab major (4b), Ab major (4b), Db major (5b), E minor (1#), D minor (1b), G minor (2b), D minor (1b), G minor (2b), G minor (2b), G major (1#), G major (1#), C major (0), D minor (1b), D minor (1b), G major (1#), D minor (1b), D minor (1b), Ab major (4b), Ab major (4b), Ab major (4b), Ab major (4b), C minor (3b), G major (1#), E minor (1#), D minor (1b), D minor (1b), D minor (1b), G minor (2b), G minor (2b), F minor (4b), G major (1#), E minor (1#), D minor (1b), Ab major (4b), F minor (4b), Ab major (4b), Ab major (4b), F major (1b), D minor (1b), D minor (1b), D minor (1b), D minor (1b), C phrygian (0), D minor (1b), G minor (2b), G major (1#), E minor (1#), D minor (1b), D minor (1b), D minor (1b), F major (1b), Ab major (4b), Ab major (4b), C# minor (4#), E minor (1#), E minor (1#), E minor (1#)
G minor mel (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
B minor mel (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bb major blues (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
D major blues (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
G minor blues (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
B minor blues (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
Bb dorian (2b),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
D dorian (2#),  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
